Scenario,Region,Variable,Unit,2019,2024,2030,2035,2040,2050
baseline_noce,AFZ,Final Energy|Commercial|Solids|Coal,EJ/yr,0.09678900003272381,0.0845783096975858,0.080426240582284,0.0810568372807608,0.0638952287628778,0.00396511545553025
baseline_noce,AFZ,Final Energy|Transportation|Electricity,EJ/yr,0.010171339872134701,0.0115302636159966,0.0128313401963893,0.014567367950327901,0.022517776730413,0.373113628682818
baseline_noce,AFZ,Final Energy|Transportation|Gases,EJ/yr,8.199998885382891e-05,0.000983022212105897,0.0301855515697634,0.0210332349833156,0.00135103969081526,1.5716639647075e-09
baseline_noce,AFZ,Final Energy|Transportation|Gases|Gas,EJ/yr,8.199998885382891e-05,0.000983022212105897,0.0301855515697634,0.0210332349833156,0.00135103969081526,1.5716639647075e-09
baseline_noce,AFZ,Final Energy|Transportation|Hydrogen,EJ/yr,,0.000478935067710185,0.00031622750836658904,0.00180394102611863,0.0035438125166621,0.0145521879288927
baseline_noce,AFZ,Final Energy|Transportation|Liquids,EJ/yr,1.27961517998375,1.3680352900358301,1.53460050635075,1.8715948631116501,2.17957473858989,2.26188613096662
baseline_noce,AFZ,Final Energy|Transportation|Liquids|Oil,EJ/yr,1.27961517998375,1.3680352664969,1.49457877611346,1.7602647151158202,1.94952739886235,1.74281713711593
baseline_noce,AFZ,Final Energy|Transportation|Solids,EJ/yr,0.000146000051636784,0.000158599298322628,3.6588046874819e-09,0.000107049904951788,5.47364202478933e-10,1.56615620957023e-10
baseline_noce,AFZ,Final Energy|Transportation|Solids|Coal,EJ/yr,0.000146000051636784,0.000158599298322628,3.6588046874819e-09,0.000107049904951788,5.47364202478933e-10,1.56615620957023e-10
baseline_noce,ANZ,Final Energy|Agriculture|Electricity,EJ/yr,0.0169890017189279,0.0176131601581653,0.0237617083108859,0.0323150776555444,0.0463996624854187,0.062395838659446805
baseline_noce,ANZ,Final Energy|Agriculture|Gases,EJ/yr,0.0024270002479599203,0.00262302754338881,0.00283925326085051,0.006558449101675311,0.00505223499939989,0.0110168551490613
baseline_noce,ANZ,Final Energy|Agriculture|Gases|Gas,EJ/yr,0.0024270002479599203,0.00262302754338881,0.00283925326085051,0.0030177888218108403,0.00319620381779114,0.0035654744326641097
baseline_noce,ANZ,Final Energy|Agriculture|Heat,EJ/yr,0.00044500004774987803,0.000503435198878426,0.000572333418377516,0.0006309836378935369,0.000690926846834465,0.0008171799122724151
baseline_noce,ANZ,Final Energy|Agriculture|Liquids,EJ/yr,0.0998320100918291,0.102940610356529,0.09910459352700489,0.0897678832877594,0.0783336096764404,0.0655639103109809
baseline_noce,ANZ,Final Energy|Agriculture|Liquids|Oil,EJ/yr,0.0998320100918291,0.102940610356529,0.09910459352700489,0.0613300771167161,0.039923884788459,0.00571387882130388
baseline_noce,ANZ,Final Energy|Agriculture|Solids,EJ/yr,0.00203800020866539,0.00275104872182024,0.00377024203750876,0.00354064700473387,0.00478205577443678,3.85789894704917e-08
