Scenario,Panel,Scope,Series,Year,Value,Unit,Role,Figure
baseline_noce,c,Global,Cement,2040,0.5220962885526099,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Cement,2050,0.4694152042084048,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Iron and steel,2019,1.5647335496873123,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Iron and steel,2024,1.5307025003261827,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Iron and steel,2030,1.3845892547567369,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Iron and steel,2035,1.1177914885339593,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Iron and steel,2040,0.8333535939153167,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Iron and steel,2050,0.33874266725574614,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Aluminium,2019,2.1859580832684005,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Aluminium,2024,2.0492475066360236,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Aluminium,2030,1.6442509617089558,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Aluminium,2035,1.3107767767256386,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Aluminium,2040,0.9607446411395835,tCO2e/t,plotted,fig05_emissions
baseline_noce,c,Global,Aluminium,2050,0.38456047791217374,tCO2e/t,plotted,fig05_emissions
baseline_noce,d,Global,Cement,2019,0.0,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Cement,2024,0.0,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Cement,2030,104.46842434605666,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Cement,2035,109.5682659859391,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Cement,2040,120.90375097364259,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Cement,2050,155.19738104906853,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Iron and steel,2019,0.0,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Iron and steel,2024,0.0,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Iron and steel,2030,0.0,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Iron and steel,2035,27.747017596744534,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Iron and steel,2040,34.88531854523063,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Iron and steel,2050,40.73594903048325,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Aluminium,2019,0.0,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Aluminium,2024,0.0,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Aluminium,2030,0.0933544648818979,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Aluminium,2035,0.0933544658397913,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Aluminium,2040,0.0933544676169414,MtCO2/yr,plotted,fig05_emissions
baseline_noce,d,Global,Aluminium,2050,4.2872008007625296e-05,MtCO2/yr,plotted,fig05_emissions
baseline_noce,a,Global,System,2024,8.26556757917677,trillion USD_2010/yr,plotted,fig06_costs
baseline_noce,a,Global,System,2030,15.173706835357,trillion USD_2010/yr,plotted,fig06_costs
baseline_noce,a,Global,System,2035,19.664152717711595,trillion USD_2010/yr,plotted,fig06_costs
baseline_noce,a,Global,System,2040,24.367454241171533,trillion USD_2010/yr,plotted,fig06_costs
baseline_noce,a,Global,System,2050,30.076132041723973,trillion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Cement,2024,178.88634915972986,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Cement,2030,331.0938925343282,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Cement,2035,422.9326031034711,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Cement,2040,584.1146752148795,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Cement,2050,777.1423333003592,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Iron and steel,2024,201.93809721133877,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Iron and steel,2030,295.9827557650916,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Iron and steel,2035,319.7627455424265,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Iron and steel,2040,511.2241972481363,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Iron and steel,2050,709.3272214321663,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Aluminium,2024,98.17701756529351,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Aluminium,2030,188.40886133137334,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Aluminium,2035,161.63235160096602,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Aluminium,2040,229.56612533538592,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,b,Global,Aluminium,2050,184.47509579221477,billion USD_2010/yr,plotted,fig06_costs
baseline_noce,a,Selected emitters,Selected emitter coverage,2019,88.90187582893094,%,context,fig07_leading_emitters
baseline_noce,a,Selected emitters,Selected emitter coverage,2024,87.37482580979811,%,context,fig07_leading_emitters
baseline_noce,a,Selected emitters,Selected emitter coverage,2030,87.56323325650521,%,context,fig07_leading_emitters
baseline_noce,a,Selected emitters,Selected emitter coverage,2035,87.24798876308755,%,context,fig07_leading_emitters
baseline_noce,a,Selected emitters,Selected emitter coverage,2040,87.35522663983862,%,context,fig07_leading_emitters
baseline_noce,a,Selected emitters,Selected emitter coverage,2050,87.827409377007,%,context,fig07_leading_emitters
baseline_noce,a,Emitter regions,China region,2019,1338.35642777995,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,China region,2050,394.102596002048,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,India,2019,221.211638938921,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,India,2050,333.29516620169704,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Indonesia group,2019,155.938212179255,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Indonesia group,2050,145.634653738136,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Gulf & Iran,2019,114.463449497334,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Gulf & Iran,2050,130.83237768012,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Other South Asia,2019,36.784444693104994,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Other South Asia,2050,94.9849684082622,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Europe,2019,132.0190975660518,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Europe,2050,89.9627302540379,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Other Asia–Pacific,2019,68.0403455578622,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Other Asia–Pacific,2050,74.77489812512951,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Northern Africa,2019,61.5021282532414,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Northern Africa,2050,68.56891695818389,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,United States,2019,60.7377852133949,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,United States,2050,48.7355512149142,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Other Latin America,2019,40.6167384127257,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Other Latin America,2050,46.4805706686657,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Eastern Africa,2019,18.3945550519248,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Eastern Africa,2050,45.363102469305,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,West & Central Africa,2019,12.4951264349183,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,West & Central Africa,2050,36.2477938368352,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Other model regions,2019,282.19848886929304,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Emitter regions,Other model regions,2050,209.1401352860669,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Selected emitters,Selected emitter coverage,2019,87.75862354339996,%,context,fig07_leading_emitters
baseline_noce,b,Selected emitters,Selected emitter coverage,2024,89.8492630821681,%,context,fig07_leading_emitters
baseline_noce,b,Selected emitters,Selected emitter coverage,2030,92.8226839395395,%,context,fig07_leading_emitters
baseline_noce,b,Selected emitters,Selected emitter coverage,2035,96.33680388563549,%,context,fig07_leading_emitters
baseline_noce,b,Selected emitters,Selected emitter coverage,2040,97.23028896666953,%,context,fig07_leading_emitters
baseline_noce,b,Selected emitters,Selected emitter coverage,2050,99.38984935647976,%,context,fig07_leading_emitters
baseline_noce,b,Emitter regions,India,2019,271.672177058831,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,India,2050,618.564760123933,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,China region,2019,1585.38682152395,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,China region,2050,74.9852979347739,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Brazil,2019,52.5063057077343,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Brazil,2050,8.65888267488134,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Indonesia group,2019,28.6517242265395,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Indonesia group,2050,5.81633782149154,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Other Latin America,2019,8.06215981872513,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Other Latin America,2050,5.23865620060724,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Russia,2019,189.408294016028,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Russia,2050,5.08870921002356,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Turkey & Levant,2019,22.3022013177956,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Turkey & Levant,2050,4.17481446384667,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Mexico,2019,15.233726069800198,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Mexico,2050,4.07483893999287,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Gulf & Iran,2019,22.302832746629903,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Gulf & Iran,2050,2.9646576267543603,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Europe,2019,207.79156372438777,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Europe,2050,2.560092392142349,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Northern Africa,2019,6.21367470921723,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Northern Africa,2050,2.4662822846989503,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Eastern Africa,2019,0.0184619638539668,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Eastern Africa,2050,1.69303199546385,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Other model regions,2019,336.10609135441814,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,b,Emitter regions,Other model regions,2050,4.520034996491418,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Selected emitters,Selected emitter coverage,2019,84.92866296934486,%,context,fig07_leading_emitters
baseline_noce,c,Selected emitters,Selected emitter coverage,2024,84.96054271952977,%,context,fig07_leading_emitters
baseline_noce,c,Selected emitters,Selected emitter coverage,2030,87.55707687802742,%,context,fig07_leading_emitters
baseline_noce,c,Selected emitters,Selected emitter coverage,2035,90.14768514971198,%,context,fig07_leading_emitters
baseline_noce,c,Selected emitters,Selected emitter coverage,2040,94.02172684923539,%,context,fig07_leading_emitters
baseline_noce,c,Selected emitters,Selected emitter coverage,2050,99.97360503972563,%,context,fig07_leading_emitters
baseline_noce,c,Emitter regions,China region,2019,126.730538538385,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,China region,2050,40.6316439960416,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Gulf & Iran,2019,16.8855200107169,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Gulf & Iran,2050,3.8331710156634298,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Russia,2019,7.8262507805648704,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Russia,2050,2.1603423550204,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Southern Africa,2019,4.38043695969361,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Southern Africa,2050,1.37064309852772,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Other Asia–Pacific,2019,2.571133970798,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Other Asia–Pacific,2050,0.830322145002076,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Indonesia group,2019,0.804472116479327,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Indonesia group,2050,0.68864548310078,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Northern Africa,2019,0.828690869819345,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Northern Africa,2050,0.38679653872552,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Central Asia group,2019,1.36360794289003,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Central Asia group,2050,0.384334459667037,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,India,2019,12.3024955965168,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,India,2050,0.3637750632897299,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Mexico,2019,0.0016013373463235,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Mexico,2050,0.260391367048569,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,West & Central Africa,2019,0.383592114677086,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,West & Central Africa,2050,0.156983682322067,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Other Latin America,2019,1.36133094479526,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Other Latin America,2050,0.0714100298061601,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Other model regions,2019,31.133310245281084,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,c,Emitter regions,Other model regions,2050,0.0135015397258499,MtCO2e/yr,plotted,fig07_leading_emitters
baseline_noce,a,Producer regions,China region,2019,4.921160903425299,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,China region,2050,4.006873444435199,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,India,2019,5.2537242241844,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,India,2050,3.9737638954026995,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Indonesia group,2019,6.605606719039701,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Indonesia group,2050,5.1236394911779,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Gulf & Iran,2019,7.0656322791770005,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Gulf & Iran,2050,5.7839075680500995,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Other South Asia,2019,3.7894057563637,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Other South Asia,2050,3.9790778957246,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Europe,2019,5.908451963513378,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Europe,2050,4.24620542083492,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Northern Africa,2019,5.791324574545399,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Northern Africa,2050,4.7771043075173,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Other Asia–Pacific,2019,6.9302625979186,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Other Asia–Pacific,2050,4.9322896513159,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Turkey & Levant,2019,6.2123875201905,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Turkey & Levant,2050,5.3830555798458,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,United States,2019,6.9585138811343,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,United States,2050,5.4754109962727,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Other Latin America,2019,5.926083025400899,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Other Latin America,2050,4.0899566016222,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Eastern Africa,2019,6.3101779025049,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Producer regions,Eastern Africa,2050,4.8770020202379,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,China region,2019,32.310306031848796,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,China region,2050,4.4039649388463,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,India,2019,38.0080718359443,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,India,2050,15.6457032950668,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Europe,2019,25.798979935025635,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Europe,2050,9.52447717924979,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Brazil,2019,32.913533498273004,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Brazil,2050,6.3523011116603,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Japan,2019,34.4166110035666,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Japan,2050,7.7043028904831,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Russia,2019,58.0262709430273,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Russia,2050,9.863757511187,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,United States,2019,19.439364545372502,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,United States,2050,6.929999999999899,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,South Korea,2019,28.0601719854614,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,South Korea,2050,6.930000105596401,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Turkey & Levant,2019,27.533931671734802,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Turkey & Levant,2050,4.059994748021301,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Indonesia group,2019,30.480034078354,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Indonesia group,2050,2.3479473503437998,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Gulf & Iran,2019,22.131494799170902,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Gulf & Iran,2050,7.3360013753484,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Other Latin America,2019,21.3902271695577,GJ/t,plotted,figS1_producer_intensity
baseline_noce,b,Producer regions,Other Latin America,2050,2.2610541871029004,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,China region,2019,72.5385084731966,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,China region,2050,32.856560738661905,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,India,2019,69.4504014409989,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,India,2050,40.0189238329749,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Europe,2019,43.0498848413537,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Europe,2050,42.14914021500892,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Gulf & Iran,2019,90.2290621801593,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Gulf & Iran,2050,74.7054560242612,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,United States,2019,22.7752563221569,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,United States,2050,71.54425500869719,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Other Asia–Pacific,2019,69.4636558658931,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Other Asia–Pacific,2050,21.9343000259816,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Russia,2019,71.2823172872854,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Russia,2050,74.9713979263355,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Southern Africa,2019,93.828423341574,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Southern Africa,2050,42.630183780376896,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Indonesia group,2019,81.1309417288549,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Indonesia group,2050,16.0213509759949,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Brazil,2019,16.1636981128483,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Brazil,2050,71.1514077604359,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,South Korea,2019,6.1269412134548,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,South Korea,2050,3.2999999999999,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Canada,2019,51.923757469650795,GJ/t,plotted,figS1_producer_intensity
baseline_noce,c,Producer regions,Canada,2050,71.4237288021065,GJ/t,plotted,figS1_producer_intensity
baseline_noce,a,Global,System,2019,3.8222701716013847,trillion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,a,Global,System,2024,8.26556757917677,trillion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,a,Global,System,2030,15.173706835357,trillion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,a,Global,System,2035,19.664152717711595,trillion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,a,Global,System,2040,24.367454241171533,trillion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,a,Global,System,2050,30.076132041723973,trillion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Cement,2019,104.60506988172908,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Cement,2024,178.88634915972986,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Cement,2030,331.0938925343282,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Cement,2035,422.9326031034711,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Cement,2040,584.1146752148795,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Cement,2050,777.1423333003592,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Iron and steel,2019,4959.455128965229,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Iron and steel,2024,201.93809721133877,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Iron and steel,2030,295.9827557650916,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Iron and steel,2035,319.7627455424265,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Iron and steel,2040,511.2241972481363,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Iron and steel,2050,709.3272214321663,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Aluminium,2019,25.017308460003065,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Aluminium,2024,98.17701756529351,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Aluminium,2030,188.40886133137334,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Aluminium,2035,161.63235160096602,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Aluminium,2040,229.56612533538592,billion USD_2010/yr,plotted,figS2_costs_full_period
baseline_noce,b,Global,Aluminium,2050,184.47509579221477,billion USD_2010/yr,plotted,figS2_costs_full_period
