Scenario,Scope,Series,Year,Value,Unit,Figure
baseline_noce,Regional set 3,LAM,2040,466.32349248529897,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,LAM,2050,306.764280527798,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 4,MDA,2019,6.2123875201905,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MDA,2024,5.6556113273315,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MDA,2030,5.6562360561477,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MDA,2035,5.4344957122306,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MDA,2040,5.375112847682,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MDA,2050,5.3830555798458,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEA,2019,7.065632279177,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEA,2024,6.6341507492533,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEA,2030,6.4516456103243005,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEA,2035,6.249492276734,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEA,2040,6.0730533466422,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEA,2050,5.7839075680500995,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEX,2019,6.5146950630769,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEX,2024,6.080910929439501,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEX,2030,5.6096361182739,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEX,2035,5.220628596216,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEX,2040,4.8905247437293,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MEX,2050,4.6229495551335,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,NIG,2019,5.5811628294468,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,NIG,2024,5.2771815715953005,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,NIG,2030,4.9670545610592,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,NIG,2035,4.6249421302466995,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,NIG,2040,4.2658570945738,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,NIG,2050,3.7848175413005,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,RUS,2019,4.1819980293893,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,RUS,2024,4.0761804714428,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,RUS,2030,4.3028361229023,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,RUS,2035,4.1707838879708,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,RUS,2040,4.052011693655199,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,RUS,2050,4.101568609229701,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,SKT,2019,6.5772850257475,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,SKT,2024,6.4581520098593,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,SKT,2030,6.2718784093007,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,SKT,2035,5.7469945936814,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,SKT,2040,5.3229433609251,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,SKT,2050,4.2350884713091,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,USA,2019,6.9585138811343,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,USA,2024,6.6385674711012,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,USA,2030,6.1187527435761995,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,USA,2035,6.0553515182544,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,USA,2040,5.8222568896305,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,USA,2050,5.4754109962727,GJ/t,regional_energy_intensity_cement_4
baseline_noce,Regional set 4,MDA,2019,27.533931671734802,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MDA,2024,10.3706681740265,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MDA,2030,6.712875711801,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MDA,2035,5.120350031666,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MDA,2040,4.8816493529287,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MDA,2050,4.059994748021301,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEA,2019,22.131494799170902,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEA,2024,17.443851109496098,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEA,2030,6.0444775303399,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEA,2035,9.402753445909301,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEA,2040,5.6560997129423,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEA,2050,7.3360013753484,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEX,2019,17.3897149952881,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEX,2024,18.151427743839502,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEX,2030,13.1183874227936,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEX,2035,3.5192595855817004,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEX,2040,3.4507750086088,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MEX,2050,3.5491232070806,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,NIG,2019,5.1057420574195,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,NIG,2024,2.1000200994079,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,NIG,2030,2.1,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,NIG,2035,2.1000003877102,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,NIG,2040,2.100000120827,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,NIG,2050,2.1157622818372,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,RUS,2019,58.0262709430273,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,RUS,2024,47.4665184340682,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,RUS,2030,35.3301737123655,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,RUS,2035,9.801930608199301,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,RUS,2040,5.3688698369313,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,RUS,2050,9.863757511187,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,SKT,2019,28.0601719854614,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,SKT,2024,28.208912010221102,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,SKT,2030,22.7026137075395,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,SKT,2035,13.1120961175108,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,SKT,2040,5.092302147483401,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,SKT,2050,6.9300001055964,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,USA,2019,19.439364545372502,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,USA,2024,19.971767025205498,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,USA,2030,8.1058106527018,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,USA,2035,3.7294668332564,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,USA,2040,4.9649718032307,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,USA,2050,6.929999999999899,GJ/t,regional_energy_intensity_steel_4
baseline_noce,Regional set 4,MDA,2019,15.986622616159199,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MDA,2024,27.2161000012094,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MDA,2030,31.5831984054738,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MDA,2035,39.240686190650095,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MDA,2040,53.308708444397894,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MDA,2050,71.0000013425591,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEA,2019,90.2290621801593,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEA,2024,85.6003028735056,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEA,2030,80.3725989024863,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEA,2035,74.98684489995749,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEA,2040,69.9138430665365,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEA,2050,74.7054560242612,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEX,2019,6.1269412134548,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEX,2024,6.1269456958701,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEX,2030,6.1269412134548995,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEX,2035,6.1269411677968,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEX,2040,6.1269411876854,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MEX,2050,6.2079839034466,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,NIG,2019,,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,NIG,2024,,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,NIG,2030,,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,NIG,2035,,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,NIG,2040,,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,NIG,2050,,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,RUS,2019,71.2823172872854,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,RUS,2024,65.67179069788739,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,RUS,2030,62.5413541049647,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,RUS,2035,57.9267284367066,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,RUS,2040,54.7169054995083,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,RUS,2050,74.9713979263355,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,SKT,2019,6.1269412134548,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,SKT,2024,6.1269443848283,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,SKT,2030,6.1269412134548995,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,SKT,2035,5.618057385924001,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,SKT,2040,4.7879876267241,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,SKT,2050,3.2999999999999,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,USA,2019,22.7752563221569,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,USA,2024,15.9281491231766,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,USA,2030,14.0157518412906,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,USA,2035,26.6840343192721,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,USA,2040,48.9625520688342,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,USA,2050,71.54425500869719,GJ/t,regional_energy_intensity_aluminium_4
baseline_noce,Regional set 4,MDA,2019,1.1708484217132e-05,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MDA,2024,12.7263052292843,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MDA,2030,10.8071312846607,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MDA,2035,37.7504803049681,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MDA,2040,155.846132886533,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MDA,2050,974.988570167142,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEA,2019,3.25924472323011e-06,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEA,2024,4.30062186315719e-07,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEA,2030,486.531528865807,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEA,2035,176.194935447024,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEA,2040,390.532645969027,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEA,2050,349.042666537538,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEX,2019,1.77627797722573e-05,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEX,2024,1.12614980710583e-06,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEX,2030,2.47780505825297e-08,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEX,2035,484.35402774346,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEX,2040,546.348206634741,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,MEX,2050,135.19594180814502,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,NIG,2019,3.79849249220973e-05,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,NIG,2024,128.252861926504,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,NIG,2030,125.273752927235,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,NIG,2035,185.60603609373,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,NIG,2040,374.662723032886,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,NIG,2050,357.973720361468,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,RUS,2019,3.81571711083183e-06,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,RUS,2024,4.55335428248339e-07,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,RUS,2030,1.67210178198535e-08,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,RUS,2035,724.007446532576,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,RUS,2040,925.950560680791,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,RUS,2050,347.436199398999,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,SKT,2019,4.47021538609397e-06,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,SKT,2024,67.2721830744182,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,SKT,2030,184.906205773187,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,SKT,2035,489.288440876983,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,SKT,2040,590.1657238812879,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,SKT,2050,3826.98935907109,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,USA,2019,1.7862999808939398e-06,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,USA,2024,148.61832552322198,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,USA,2030,1501.2900393588,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,USA,2035,621.188499508276,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,USA,2040,703.273624063811,USD_2010/tCO2e,carbon_price_4
baseline_noce,Regional set 4,USA,2050,4175.68382873723,USD_2010/tCO2e,carbon_price_4
